,Name,Gender,DOB,Occupation,Block/Village,District/city,State,PIN,NomineeName,NomineeRelation,NomineeAge,PolicyId,Insurer,Typeofcover,EffectiveDate,ExpiryDate,PremiumRate,PremiumMode,PolicyName,InsuranceCompany
4660,Mrinal K R,Male,4/20/1986,machine-op-inspct,rajeshwar,Kozhikode,Kerala,277303,noone,transport-moving,48,4660,suraj,life insurance for one person,10/29/1993,7/7/2020,5%,online,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
4661,MRINAL HALDER,Male,6/2/1947,machine-op-inspct,rajeshwar,Bhopal,Madhya Pradesh,732125,noone,handlers-cleaners,40,4661,Ankit,life insurance for one person,5/1/1999,7/7/2020,7.5%,online,sanchay,Life Insurance Corporation of India
4662,Sintu Rai,Male,8/15/1982,sales,artauni,Lucknow,Uttar Pradesh,416101,noone,adm-clerical,46,4662,Rahul,life insurance for one person,10/30/1997,7/7/2020,7.5%,online,term insurance with return,ICICI Prudential Life Insurance Co. Ltd
4663,MRITUNJAYA SHAR,Male,10/15/1980,farming-fishing,alibag,Noida,Uttar Pradesh,493449,noone,handlers-cleaners,34,4663,Ankit,life insurance for one person,7/30/1992,7/7/2020,5%,online,Pru Signature,HDFC Life Insurance Co. Ltd
4664,Mritunjoy Singh,Male,7/19/1980,protective-serv,mandi,New Delhi,Delhi,577130,noone,other-service,28,4664,Rahul,life insurance for one person,8/16/2003,7/7/2020,7.5%,online,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
4665,PRABODH SUNHARE,Male,27863,armed-forces,jaitpur kalan,Gwalior,Madhya Pradesh,743373,noone,prof-specialty,49,4665,Ankit,life insurance for one person,6/6/2014,7/7/2020,7.5%,offline,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
4666,mrityunjoy mitr,Male,20150,machine-op-inspct,pratappur,Kolkata,West Bengal,515867,noone,handlers-cleaners,42,4666,Ajay,life insurance for one person,7/16/2004,7/7/2020,5%,offline,jeevan anand,Max Life Insurance Co. Ltd.
4667,RAGHU KISHORE,Male,8/22/1977,other-service,rahuri,Hyderabad,Andhra Pradesh,491995,noone,transport-moving,40,4667,Ajay,life insurance for one person,10/18/2000,7/7/2020,5%,online,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
4668,M.KANNAN,Male,9/12/1987,farming-fishing,pratappur,UT / NA,UT / NA,333041,noone,tech-support,41,4668,Ankit,life insurance for one person,9/12/1994,7/7/2020,5%,offline,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
4669,anurag mishra,Male,10/5/1985,prof-specialty,amarpura,deoria,Uttar Pradesh,403508,noone,machine-op-inspct,62,4669,Ankit,life insurance for one person,11/14/2007,7/7/2020,5%,offline,aadhar shila,Life Insurance Corporation of India
4670,MR RANGA,Male,9/11/1980,sales,mudkhed,Hyderabad,Andhra Pradesh,125053,noone,armed-forces,51,4670,Ankit,life insurance for one person,9/21/1990,7/7/2020,6%,offline,Pru Signature,Life Insurance Corporation of India
4671,Subramani venka,Male,4/19/1978,adm-clerical,lakhandur,Chennai,Tamil Nadu,262540,noone,protective-serv,39,4671,Ajay,life insurance for one person,4/10/1992,7/7/2020,6%,offline,sanchay,Life Insurance Corporation of India
4672,Aruna Surendrap,Male,29407,machine-op-inspct,sadarban,Davangere,Karnataka,683511,noone,transport-moving,29,4672,Praveen,life insurance for one person,3/16/2014,7/7/2020,5%,offline,sanchay,HDFC Life Insurance Co. Ltd
4673,MOHAMMAD SHAMIM,Male,1/26/1976,sales,parner,Jamshedpur,Jharkhand,325215,noone,farming-fishing,29,4673,suraj,life insurance for one person,2/6/2009,7/7/2020,6%,offline,sanchay,Max Life Insurance Co. Ltd.
4674,SANJEEV MOHAPAT,Male,29040,protective-serv,jafrabad,Kolkata,West Bengal,835201,noone,transport-moving,37,4674,Rahul,life insurance for one person,1/23/2013,7/7/2020,5%,online,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
4675,SANTHANA KUMAR,Male,5/12/1984,priv-house-serv,nevasa,Tirunelveli,Tamil Nadu,425412,noone,tech-support,38,4675,Ankit,life insurance for one person,2/15/2011,7/7/2020,5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
4676,Santosh Mohite,Male,10/5/1976,craft-repair,akole,Pune,Maharashtra,835220,noone,prof-specialty,25,4676,suraj,life insurance for one person,7/15/2011,7/7/2020,6%,online,Pru Signature,ICICI Prudential Life Insurance Co. Ltd
4677,sudarshan reddy,Male,3/17/1977,adm-clerical,chandarpur,Hyderabad,Andhra Pradesh,676503,noone,handlers-cleaners,53,4677,suraj,life insurance for one person,3/10/1997,7/7/2020,5%,offline,sanchay,Max Life Insurance Co. Ltd.
4678,madhusudan dari,Male,7/14/1956,protective-serv,jaoli,Kolkata,West Bengal,621112,noone,priv-house-serv,31,4678,Ankit,life insurance for one person,10/5/1991,7/7/2020,6%,online,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
4679,MAHESH GOTMARE,Male,5/9/1981,tech-support,chamrauli,Kolkata,Karnataka,202140,noone,prof-specialty,43,4679,Ankit,life insurance for one person,3/17/2010,7/7/2020,7.5%,offline,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
4680,MANISH SHRIVAST,Male,9/26/1980,machine-op-inspct,Ardhapur,Noida,Uttar Pradesh,460661,noone,exec-managerial,59,4680,Ajay,life insurance for one person,9/3/1991,7/7/2020,6%,online,sanchay,ICICI Prudential Life Insurance Co. Ltd
4681,mrinal gautam,Male,12/2/1982,tech-support,bahariya,Bhagalpur,Bihar,751024,noone,craft-repair,41,4681,Ankit,life insurance for one person,1/30/2005,7/7/2020,5%,online,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
4682,MAMTA SINGH,female,6/20/1980,adm-clerical,chalsigaon,Bangalore,Karnataka,229203,noone,other-service,51,4682,Praveen,life insurance for one person,8/1/2010,7/7/2020,7.5%,online,sampoorna nivesh,HDFC Life Insurance Co. Ltd
4683,CHIDAMBAR MUNAV,Male,1/8/1956,exec-managerial,chalsigaon,Bangalore,Karnataka,637017,noone,craft-repair,38,4683,Ajay,life insurance for one person,12/28/2002,7/7/2020,5%,online,sampoorna nivesh,HDFC Life Insurance Co. Ltd
4684,M NEHRU,Male,10/24/1966,armed-forces,deola,Jamshedpur,Jharkhand,382728,noone,armed-forces,60,4684,Rahul,life insurance for one person,10/8/1995,7/7/2020,6%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
4685,Suresh Muddaloo,Male,6/14/1971,transport-moving,lakhni,Tirupati,Andhra Pradesh,505530,noone,other-service,62,4685,Ankit,life insurance for one person,2/27/2010,7/7/2020,6%,offline,sanchay,ICICI Prudential Life Insurance Co. Ltd
4686,Senthil Kumar M,Male,5/6/1967,tech-support,dhanupur,Chennai,Tamil Nadu,174012,noone,armed-forces,26,4686,Rahul,life insurance for one person,6/17/2006,7/7/2020,7.5%,offline,Health insurance plan,HDFC Life Insurance Co. Ltd
4687,srikanth muddad,Male,12/18/1985,transport-moving,saiyyan,Vishakapatnam,Andhra Pradesh,305901,noone,armed-forces,38,4687,suraj,life insurance for one person,6/5/2011,7/7/2020,5%,offline,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
4688,M SIVAKUMAR,Male,6/1/1979,other-service,chamrauli,Erode,Tamil Nadu,174017,noone,sales,25,4688,Praveen,life insurance for one person,11/9/2008,7/7/2020,5%,offline,jeevan umang,HDFC Life Insurance Co. Ltd
4689,Mallappa Mugala,Male,31218,other-service,borivali,Bangalore,Karnataka,364240,noone,adm-clerical,42,4689,Ankit,life insurance for one person,6/27/2005,7/7/2020,7.5%,online,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
4690,Ganapathy subra,Male,3/1/1985,machine-op-inspct,shrigonda,Bangalore,Karnataka,241203,noone,other-service,28,4690,Rahul,life insurance for one person,11/9/1992,7/7/2020,5%,online,Health insurance plan,ICICI Prudential Life Insurance Co. Ltd
4691,MUDUNDI SURYANA,Male,6/5/1973,machine-op-inspct,biloli,AHMEDNAGAR,Maharashtra,396120,noone,craft-repair,39,4691,Rahul,life insurance for one person,10/12/2002,7/7/2020,6%,offline,sanchay,Bajaj Allianz Life Insurance Co. Ltd.
4692,Neema Singh,Female,4/26/1986,machine-op-inspct,bada,Vijayawada,Andhra Pradesh,721150,noone,craft-repair,37,4692,Ankit,life insurance for one person,12/6/1991,7/7/2020,7.5%,offline,sanchay,Max Life Insurance Co. Ltd.
4693,RAJA MURUGANAND,Male,6/9/1971,prof-specialty,Etapalli,Chennai,Tamil Nadu,723132,noone,protective-serv,37,4693,Rahul,life insurance for one person,8/17/1991,7/7/2020,7.5%,online,aadhar shila,HDFC Life Insurance Co. Ltd
4694,Mathur Ramachan,Male,10/31/1971,prof-specialty,nevasa,Bangalore,Karnataka,486445,noone,machine-op-inspct,27,4694,Rahul,life insurance for one person,12/19/2001,7/7/2020,5%,offline,term insurance with return,HDFC Life Insurance Co. Ltd
4695,MASKU REDDY,Male,7/15/1982,sales,chaka,Hyderabad,Andhra Pradesh,306708,noone,farming-fishing,44,4695,Ajay,life insurance for one person,7/20/1991,7/7/2020,6%,online,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
4696,SIVARAMA KRISHN,Male,12/16/1980,armed-forces,pathardi,Vijayawada,Andhra Pradesh,306302,noone,exec-managerial,38,4696,Praveen,life insurance for one person,4/7/1999,7/7/2020,5%,online,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
4697,MADHUR SONI,Male,8/24/1973,prof-specialty,parner,Kolkata,West Bengal,425444,noone,exec-managerial,38,4697,Praveen,life insurance for one person,5/2/2007,7/7/2020,7.5%,offline,Term Insurance,Life Insurance Corporation of India
4698,arvind maurya,Male,30162,protective-serv,albatia,Lucknow,Uttar Pradesh,638106,noone,tech-support,41,4698,Ajay,life insurance for one person,5/15/2000,7/7/2020,6%,online,Pru Signature,Life Insurance Corporation of India
4699,SURESH KUMAR,Male,3/17/1982,craft-repair,bada,Hyderabad,Andhra Pradesh,638701,noone,prof-specialty,53,4699,suraj,life insurance for one person,3/16/2003,7/7/2020,5%,offline,Term Insurance,Life Insurance Corporation of India
4700,Surya Mangipudi,Male,8/24/1984,exec-managerial,shrigonda,Bangalore,Karnataka,480557,noone,farming-fishing,45,4700,Ankit,life insurance for one person,1/29/1993,7/7/2020,7.5%,online,Term Insurance,HDFC Life Insurance Co. Ltd
4701,mayuri shrivast,Female,31686,exec-managerial,chamrauli,Chennai,Tamil Nadu,678684,noone,armed-forces,28,4701,suraj,life insurance for one person,1/23/2003,7/7/2020,7.5%,offline,Term Insurance,ICICI Prudential Life Insurance Co. Ltd
4702,SUDHAKAR THIRU,Male,9/13/1976,sales,kalwan,Chennai,Tamil Nadu,152113,noone,transport-moving,28,4702,Rahul,life insurance for one person,10/13/1991,7/7/2020,6%,online,jeevan anand,Life Insurance Corporation of India
4703,Mahendra Kumar,Male,12/4/1977,other-service,kurla,Bhilai,Chhatisgarh,245101,noone,prof-specialty,38,4703,Ajay,life insurance for one person,2/10/2002,7/7/2020,7.5%,online,term insurance with return,Life Insurance Corporation of India
4704,ravi kumar,Male,9/19/1978,protective-serv,koraon,Guntur,Andhra Pradesh,384151,noone,exec-managerial,40,4704,Ajay,life insurance for one person,1/13/1991,7/7/2020,6%,offline,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
4705,Mudassar Nawaz,Male,1/4/1985,other-service,koraon,Banwara,Rajasthan,623308,noone,exec-managerial,57,4705,Ajay,life insurance for one person,3/5/2009,7/7/2020,5%,online,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
4706,Ajay Mudgil,Male,10/2/1979,exec-managerial,shevgaon,Ateli Mandi,Haryana,583124,noone,other-service,32,4706,Rahul,life insurance for one person,1/22/2011,7/7/2020,7.5%,online,jeevan anand,Life Insurance Corporation of India
4707,Mudit Hissaria,Male,4/1/1985,armed-forces,jonai,New Delhi,Delhi,757107,noone,prof-specialty,37,4707,Ajay,life insurance for one person,2/21/1995,7/7/2020,7.5%,online,Life Uday,ICICI Prudential Life Insurance Co. Ltd
4708,SAYD MUHAMMAD M,Male,12/7/1984,sales,sunari,Kozhikode,Kerala,416516,noone,other-service,44,4708,Praveen,life insurance for one person,8/3/2009,7/7/2020,5%,online,Health insurance plan,Life Insurance Corporation of India
4709,mukesh kumar,Male,32239,prof-specialty,dhandhupura,Jamshedpur,Jharkhand,752091,noone,other-service,46,4709,Ajay,life insurance for one person,12/1/2000,7/7/2020,6%,offline,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
4710,Mukesh Nahata,Male,26892,machine-op-inspct,pratappur,Mumbai,Maharashtra,516104,noone,handlers-cleaners,27,4710,Praveen,life insurance for one person,10/28/2006,7/7/2020,7.5%,offline,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
4711,mukesh bethariy,Male,4/12/1986,craft-repair,Ardhapur,Kota,Rajasthan,509206,noone,priv-house-serv,27,4711,Rahul,life insurance for one person,9/17/2011,7/7/2020,5%,offline,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
4712,MUKESH KUMAR,Male,5/12/1981,adm-clerical,azizpur,Patna,Bihar,756168,noone,craft-repair,50,4712,suraj,life insurance for one person,7/28/2002,7/7/2020,6%,offline,aadhar shila,HDFC Life Insurance Co. Ltd
4713,mukesh kumar,Male,7/9/1989,exec-managerial,biloli,Ranchi,Jharkhand,473446,noone,armed-forces,26,4713,Ankit,life insurance for one person,3/22/2000,7/7/2020,5%,offline,Term Insurance,Max Life Insurance Co. Ltd.
4714,MUKESH PRASAD,Male,8/1/1981,transport-moving,borivali,Dhanbad,Jharkhand,175014,noone,transport-moving,46,4714,Ankit,life insurance for one person,1/4/2003,7/7/2020,5%,offline,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
4715,MUKESH GUPTA,Male,9/21/1976,tech-support,shrigonda,Kolkata,West Bengal,110068,noone,exec-managerial,38,4715,Ajay,life insurance for one person,7/20/2008,7/7/2020,6%,offline,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
4716,MUKESH UPRETI,Male,4/2/1982,adm-clerical,parner,Vadodara,Gujarat,413507,noone,handlers-cleaners,43,4716,Ajay,life insurance for one person,8/20/1990,7/7/2020,6%,online,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
4717,MUKHERJEE SOMNA,Male,30475,sales,karad,Kolkata,West Bengal,502286,noone,adm-clerical,55,4717,Rahul,life insurance for one person,10/13/1990,7/7/2020,6%,offline,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
4718,julie mukherjee,female,7/30/1975,armed-forces,Hingna,Lucknow,Uttar Pradesh,343021,noone,machine-op-inspct,33,4718,suraj,life insurance for one person,11/21/1991,7/7/2020,5%,offline,Term Insurance,Life Insurance Corporation of India
4719,Anup Mukherjee,Male,1/10/1987,transport-moving,meja,Suri,West Bengal,743273,noone,adm-clerical,31,4719,Praveen,life insurance for one person,11/29/2001,7/7/2020,7.5%,offline,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
4720,MUKESH KUMAR,Male,11/27/1983,armed-forces,chamrauli,Bokaro,Jharkhand,444702,noone,handlers-cleaners,33,4720,suraj,life insurance for one person,4/25/2007,7/7/2020,7.5%,offline,jeevan umang,Max Life Insurance Co. Ltd.
4721,sk ali,Male,7/4/1971,tech-support,kehrai,Paschim Midnapur,West Bengal,518533,noone,handlers-cleaners,53,4721,Ankit,life insurance for one person,12/2/2012,7/7/2020,6%,online,Health insurance plan,Max Life Insurance Co. Ltd.
4722,mukul anapindin,Male,5/28/1990,sales,kalamb,Vishakapatnam,Andhra Pradesh,532168,noone,sales,28,4722,suraj,life insurance for one person,12/7/1995,7/7/2020,6%,online,Life Uday,ICICI Prudential Life Insurance Co. Ltd
4723,MUKUL NEMA,Male,3/22/1986,armed-forces,lakhandur,Bhopal,Madhya Pradesh,629151,noone,armed-forces,40,4723,Ajay,life insurance for one person,9/3/2013,7/7/2020,6%,offline,jeevan umang,Life Insurance Corporation of India
4724,mukul vyas,Male,9/9/1985,farming-fishing,shrirampur,Udaipur,Rajasthan,475220,noone,tech-support,34,4724,Ajay,life insurance for one person,10/6/2012,7/7/2020,6%,offline,jeevan labh,Life Insurance Corporation of India
4725,MULENDRA SHARMA,Male,1/1/1959,priv-house-serv,pratappur,Meerut,Uttar Pradesh,796009,noone,handlers-cleaners,38,4725,Ajay,life insurance for one person,2/14/1992,7/7/2020,7.5%,offline,Pru Signature,Life Insurance Corporation of India
4726,SAYED ALI,Male,12/26/1971,protective-serv,indapur,Bhopal,Madhya Pradesh,384220,noone,sales,38,4726,suraj,life insurance for one person,11/1/2014,7/7/2020,5%,offline,Term Insurance,HDFC Life Insurance Co. Ltd
4727,anupriya mundu,Female,30532,tech-support,shevgaon,Ranchi,Jharkhand,673122,noone,machine-op-inspct,39,4727,Ankit,life insurance for one person,1/8/1994,7/7/2020,6%,offline,term insurance with return,HDFC Life Insurance Co. Ltd
4728,MUNEERA AHMED,female,12/2/1985,sales,wasunde,Mumbai,Maharashtra,136132,noone,prof-specialty,41,4728,Ankit,life insurance for one person,8/30/2014,7/7/2020,7.5%,offline,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
4729,muni krishna re,Male,7/15/1980,adm-clerical,dhandhupura,Tirupati,Andhra Pradesh,560061,noone,priv-house-serv,45,4729,Rahul,life insurance for one person,9/16/1990,7/7/2020,6%,offline,aadhar shila,Max Life Insurance Co. Ltd.
4730,Munim Ben Satte,Male,1/4/1979,handlers-cleaners,baad,Bangalore,Karnataka,796310,noone,farming-fishing,44,4730,suraj,life insurance for one person,9/29/2001,7/7/2020,7.5%,offline,jeevan labh,Max Life Insurance Co. Ltd.
4731,MUNISHWAR SINGH,Male,31346,handlers-cleaners,mandi,Noida,Uttar Pradesh,301406,noone,prof-specialty,43,4731,suraj,life insurance for one person,6/25/2011,7/7/2020,7.5%,offline,aadhar shila,HDFC Life Insurance Co. Ltd
4732,POOJA MUNJAL,Female,10/4/1982,exec-managerial,chaka,delhi,Delhi,303315,noone,exec-managerial,28,4732,Rahul,life insurance for one person,11/5/2008,7/7/2020,7.5%,online,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
4733,krishna kanth p,Male,4/24/1991,tech-support,koraon,Vishakapatnam,Andhra Pradesh,737128,noone,other-service,41,4733,Rahul,life insurance for one person,2/18/2000,7/7/2020,7.5%,online,jeevan labh,Max Life Insurance Co. Ltd.
4734,munthaqir km mu,Male,7/3/1986,transport-moving,jaoli,Mangalore,Karnataka,787026,noone,other-service,45,4734,Praveen,life insurance for one person,6/20/2012,7/7/2020,5%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
4735,MUNTHAZ DUDEKUL,Female,7/19/1986,tech-support,chambal,Dhone,Andhra Pradesh,451115,noone,priv-house-serv,33,4735,Praveen,life insurance for one person,12/7/1995,7/7/2020,5%,offline,Term Insurance,Life Insurance Corporation of India
4736,Madanlal muppal,Male,8/19/1982,tech-support,nunhai,Chennai,Tamil Nadu,795101,noone,priv-house-serv,43,4736,Ankit,life insurance for one person,10/28/2008,7/7/2020,5%,offline,Life Uday,HDFC Life Insurance Co. Ltd
4737,MUPPANDAM SAGAR,Male,12/28/1985,prof-specialty,amalner,Vishakapatnam,Andhra Pradesh,822113,noone,tech-support,40,4737,Ankit,life insurance for one person,4/2/2002,7/7/2020,6%,online,sampoorna nivesh,ICICI Prudential Life Insurance Co. Ltd
4738,CHAITHANYA MUPP,Male,8/2/1981,exec-managerial,azizpur,Hyderabad,Andhra Pradesh,585417,noone,machine-op-inspct,46,4738,Rahul,life insurance for one person,12/23/2013,7/7/2020,5%,offline,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
4739,Murali krishna,Male,4/10/1976,protective-serv,koraon,Hyderabad,Andhra Pradesh,414606,noone,exec-managerial,52,4739,Ankit,life insurance for one person,10/28/1997,7/7/2020,5%,online,term insurance with return,Bajaj Allianz Life Insurance Co. Ltd.
4740,murali bala kri,Male,9/21/1988,machine-op-inspct,rahata,Hyderabad,Andhra Pradesh,261208,noone,other-service,36,4740,Ajay,life insurance for one person,2/27/2010,7/7/2020,6%,online,jeevan umang,Max Life Insurance Co. Ltd.
4741,MURALIKRISHNA P,Male,5/18/1975,prof-specialty,rajeshwar,Guntur,Andhra Pradesh,451225,noone,sales,25,4741,Rahul,life insurance for one person,5/10/2012,7/7/2020,6%,offline,jeevan labh,HDFC Life Insurance Co. Ltd
4742,NAGAM BABU,Male,1/7/1980,other-service,jasra,Chennai,Tamil Nadu,431114,noone,farming-fishing,32,4742,Ankit,life insurance for one person,9/2/1996,7/7/2020,5%,offline,Term Insurance,Max Life Insurance Co. Ltd.
4743,MURALI ANDALURI,Male,27887,other-service,medhava,Vishakapatnam,Andhra Pradesh,212402,noone,machine-op-inspct,47,4743,Praveen,life insurance for one person,6/10/2014,7/7/2020,6%,online,Term Insurance,Life Insurance Corporation of India
4744,veerasamy muthu,Male,1/10/1985,prof-specialty,kalwan,Chennai,Tamil Nadu,231210,noone,tech-support,45,4744,Ajay,life insurance for one person,7/31/2011,7/7/2020,5%,online,Pru Signature,HDFC Life Insurance Co. Ltd
4745,BANGAR RAJU KAK,Male,7/1/1963,sales,dehtora,Hyderabad,Andhra Pradesh,244001,noone,handlers-cleaners,42,4745,Rahul,life insurance for one person,2/18/1990,7/7/2020,5%,offline,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
4746,murali krishna,Male,6/22/1984,transport-moving,amalner,Mumbai,Maharashtra,813206,noone,handlers-cleaners,60,4746,Ankit,life insurance for one person,10/21/2005,7/7/2020,6%,offline,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
